💖央视,#genre#
CCTV-2,http://migu.jilu8.cn/3221232362/index.m3u8
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221225923/index.m3u8?servicetype=1
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1
CCTV-2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2,http://111.20.106.13:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226655/40417429.smil
CCTV-2,http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2,http://117.148.179.147:80/PLTV/88888888/224/3221231678/1.m3u8
CCTV-2,http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221225923/index.m3u8?servicetype=1
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1
CCTV-4,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8#rtsp://183.251.61.199/PLTV/88888888/224/3221226633/40417241.smil
CCTV-4,http://222.132.191.125:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1
CCTV-4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1
CCTV-4,http://111.20.106.13:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV-4,http://111.20.41.248:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
CCTV-4,http://117.148.179.183/PLTV/88888888/224/3221231726/index.m3u8
CCTV-4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV-4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8?$移动蓝光1080P
CCTV-4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8?$移动超清1080P
CCTV-4,http://111.20.106.13:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
CCTV-4,http://111.20.41.248:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8?$移动超清1080P


👌精品,#genre#
CCTV6电影高清,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6电影高清,http://111.20.106.13:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6电影高清,http://111.20.41.252:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6电影高清,http://111.20.33.93:80/PLTV/88888893/224/3221226011/index.m3u8
CCTV6电影高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203303.m3u8
CCTV6电影高清,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1
CCTV6电影高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6电影高清,http://117.148.179.153:80/PLTV/88888888/224/3221231724/index.m3u8
CHC动作电影,http://111.20.41.248/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8?from=everydaytv4.2
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC家庭影院,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://39.134.19.252:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CCTV3综艺高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV3综艺高清,http://183.251.61.250/PLTV/88888888/224/3221227055/index.m3u8
CCTV3综艺高清,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1
CCTV3综艺高清,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1
CCTV3综艺高清,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV3综艺高清,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8
CCTV3综艺高清,http://111.20.106.13:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3综艺高清,http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV3综艺高清,http://117.148.179.183:80/PLTV/88888888/224/3221231682/index.m3u8
CCTV8电视剧高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV8电视剧高清,http://39.136.48.99:8089/PLTV/88888888/224/3221226429/index.m3u8
CCTV8电视剧高清,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1
CCTV8电视剧高清,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV8电视剧高清,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV8电视剧高清,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8电视剧高清,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV8电视剧高清,http://117.148.179.160:80/PLTV/88888888/224/3221231694/index.m3u8
CCTV8电视剧高清,http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
湖南卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://222.132.191.125:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
浙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
浙江卫视,http://222.132.191.125:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
东方卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://222.132.191.125:9901/tsfile/live/0107_1.m3u8
东方卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226603/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
东方卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225489/index.m3u8?fmt=ts2hls
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
江苏卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视,http://222.132.191.125:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225488/index.m3u8?fmt=ts2hls
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225702/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
金牌综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
陈翔六点半,http://121.51.249.48/tx.hls.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-imgplus.m3u8
风云音乐高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
风云音乐高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
风云足球高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
风云足球高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
央视台球高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
央视台球高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
高尔夫网球高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
高尔夫网球高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
央视精品高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
央视精品高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
世界地理高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
世界地理高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
第一剧场高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
第一剧场高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
风云剧场高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
风云剧场高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
怀旧剧场高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
怀旧剧场高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
女性时尚高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
女性时尚高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
兵器科技高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
兵器科技高清,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
卫生健康高清,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
快乐垂钓HD,http://39.135.55.105:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1
快乐垂钓HD,http://39.135.55.105:6610/PLTV/88888888/224/3221227028/index.m3u8?servicetype=1
快乐垂钓HD,http://39.135.55.7:6610/PLTV/88888888/224/3221227028/index.m3u8?servicetype=1&IASHttpSessionId=OTT
快乐垂钓HD,http://221.179.136.152:443/PLTV/88888888/224/3221226549/1.m3u8
金鹰纪实HD,http://183.251.61.250/PLTV/88888888/224/3221226937/index.m3u8
金鹰纪实HD,http://39.135.55.105:6610/PLTV/88888888/224/3221226937/index.m3u8?servicetype=1
金鹰纪实HD,http://39.135.55.105:6610/PLTV/88888888/224/3221226975/index.m3u8?servicetype=1
金鹰纪实HD,http://39.135.55.105:6610/PLTV/88888888/224/3221227018/index.m3u8?servicetype=1
金鹰纪实HD,http://111.20.33.93/PLTV/88888893/224/3221226351/index.m3u8
金鹰纪实HD,http://221.179.136.142:443/PLTV/88888888/224/3221226572/1.m3u8
金鹰纪实HD,http://111.20.106.13:6610/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
纪实人文HD,http://183.251.61.250/PLTV/88888888/224/3221227213/index.m3u8
纪实人文HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
纪实人文HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
第一财经HD,http://219.151.139.35/keonline.shanghai.liveplay.qq.com/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经HD,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dycjhd/4000000/mnf.m3u8
🏀体育,#genre#
CCTV5,rtsp://183.251.61.199/PLTV/88888888/224/3221226714/40417236.smil
CCTV5,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8
CCTV5,http://117.148.179.183/PLTV/88888888/224/3221231702/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233115/index.m3u8
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+,http://117.148.179.183/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233107/index.m3u8
CCTV5+,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233392/index.m3u8
PP体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
PP体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
劲爆体育,http://140.207.241.3:8080/live/program/live/jbtyhd/4000000/d1.m3u8
劲爆体育,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://219.151.139.35/keonline.shanghai.liveplay.qq.com/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://36.142.6.143/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://219.151.139.35/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://36.142.6.143/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
哒啵赛事 4M1080,http://39.135.55.105:6610/PLTV/88888888/224/3221225894/index.m3u8?servicetype=1
哒啵赛事 4M1080,http://39.135.55.105:6610/PLTV/88888888/224/3221226676/index.m3u8?servicetype=1
哒啵赛事 4M1080,http://39.135.55.105:6610/PLTV/88888888/224/3221226680/index.m3u8?servicetype=1
快乐垂钓HD,http://39.135.55.7:6610/PLTV/88888888/224/3221227028/index.m3u8?servicetype=1&IASHttpSessionId=OTT
快乐垂钓HD,http://221.179.136.152:443/PLTV/88888888/224/3221226549/1.m3u8
快乐垂钓HD,http://39.135.55.105:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1
快乐垂钓HD,http://39.135.55.105:6610/PLTV/88888888/224/3221227028/index.m3u8?servicetype=1
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
风尚运动,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8
HWF散打,http://pull-g.kktv8.com/livekktv/57588147.flv
游戏风云,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/1.m3u8?from=everydaytv4.2
福州文体,http://183.251.61.207/PLTV/88888888/224/3221227188/index.m3u8
杭州体育,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
体育彩票,http://117.148.179.183/PLTV/88888888/224/3221231730/index.m3u8
精彩体育,http://111.20.41.252/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?from=everydaytv4.2
纬来体育,rtmp://219.80.97.35/sat/tv721
纬来体育,rtmp://59.124.75.150/sat/tv721
NBA电视台,http://tv.romanija.xyz:8080/22vahid99593/razmjena114352/182
NBA电视台,http://tv.romanija.xyz:8080/22maky/test111/182
ELEVEN1,rtmp://219.80.97.35/sat/tv731
ELEVEN1,rtmp://59.124.75.150/sat/tv731
ELTA1,rtmp://219.80.97.35/sat/md011
ELTA1,rtmp://59.124.75.150/sat/md011


💟卫视,#genre#
湖南卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226082/10000100000000060000000002296924_0.smil
湖南卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://222.132.191.125:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221225767/index.m3u8
湖南卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225767/index.m3u8
湖南卫视,http://39.136.48.5:8089/PLTV/88888888/224/3221225767/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
湖南卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
江苏卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
江苏卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
江苏卫视,http://222.132.191.125:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225743/index.m3u8
北京卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226092/10000100000000060000000002296930_0.smil
北京卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://222.132.191.125:9901/tsfile/live/0122_1.m3u8
北京卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
浙江卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226040/10000100000000060000000002296881_0.smil
浙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
浙江卫视,http://222.132.191.125:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
东方卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226041/10000100000000060000000002296882_0.smil
东方卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://222.132.191.125:9901/tsfile/live/0107_1.m3u8
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
东方卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
深圳卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
深圳卫视,http://222.132.191.125:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
广东卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226089/10000100000000060000000002296927_0.smil
广东卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://222.132.191.125:9901/tsfile/live/0125_1.m3u8
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
广东卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
湖北卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226091/10000100000000060000000002296929_0.smil
湖北卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖北卫视,http://222.132.191.125:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225740/index.m3u8
山东卫视,rtsp://183.251.61.199/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil
山东卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
山东卫视,http://222.132.191.125:9901/tsfile/live/0131_1.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
辽宁卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221225832/everydaylive_lnws.m3u8?servicetype=1&from=everydaytv4.2
辽宁卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
辽宁卫视,http://222.132.191.125:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
天津卫视,http://222.132.191.125:9901/tsfile/live/0135_1.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
